"Date";"Infected";"Inpatients";"newICU";"ICU";"Death";"Vaccinated1";"Vaccinated2";"Vaccinated3"
2020-03-04;262;NA;NA;NA;0;NA;NA;NA
2020-03-05;400;NA;NA;NA;0;NA;NA;NA
2020-03-06;639;NA;NA;NA;0;NA;NA;NA
2020-03-07;795;NA;NA;NA;0;NA;NA;NA
2020-03-08;902;NA;NA;NA;0;NA;NA;NA
2020-03-09;1139;NA;NA;NA;2;NA;NA;NA
2020-03-10;1296;NA;NA;NA;2;NA;NA;NA
2020-03-11;1567;NA;NA;NA;3;NA;NA;NA
2020-03-12;2369;NA;NA;NA;5;NA;NA;NA
2020-03-13;3062;NA;NA;NA;5;NA;NA;NA
2020-03-14;3795;NA;NA;NA;8;NA;NA;NA
2020-03-15;4838;NA;NA;NA;12;NA;NA;NA
2020-03-16;6012;NA;NA;NA;12;NA;NA;NA
2020-03-17;7156;NA;NA;NA;12;NA;NA;NA
2020-03-18;8198;NA;NA;NA;12;NA;NA;NA
2020-03-19;10999;NA;NA;NA;20;NA;NA;NA
2020-03-20;13957;NA;NA;NA;31;NA;NA;NA
2020-03-21;16662;NA;NA;NA;47;NA;NA;NA
2020-03-22;18610;NA;NA;NA;55;NA;NA;NA
2020-03-23;22672;NA;NA;NA;86;NA;NA;NA
2020-03-24;27436;NA;NA;NA;114;NA;NA;NA
2020-03-25;31554;NA;NA;NA;149;NA;NA;NA
2020-03-26;36508;NA;NA;NA;198;NA;NA;NA
2020-03-27;42288;NA;NA;NA;253;NA;NA;NA
2020-03-28;48582;NA;NA;NA;325;NA;NA;NA
2020-03-29;52547;NA;NA;NA;389;NA;NA;NA
2020-03-30;57298;NA;NA;NA;455;NA;NA;NA
2020-03-31;61913;NA;NA;NA;583;NA;NA;NA
2020-04-01;67366;NA;NA;NA;732;NA;NA;NA
2020-04-02;73522;NA;NA;NA;872;NA;NA;NA
2020-04-03;79696;NA;NA;NA;1017;NA;NA;NA
2020-04-04;85778;NA;NA;NA;1158;NA;NA;NA
2020-04-05;91714;NA;NA;NA;1342;NA;NA;NA
2020-04-06;95391;NA;NA;NA;1434;NA;NA;NA
2020-04-07;99225;NA;NA;NA;1607;NA;NA;NA
2020-04-08;103228;NA;NA;NA;1861;NA;NA;NA
2020-04-09;108202;NA;NA;NA;2107;NA;NA;NA
2020-04-10;113525;NA;NA;NA;2373;NA;NA;NA
2020-04-11;117658;NA;NA;NA;2544;NA;NA;NA
2020-04-12;120479;NA;NA;NA;2673;NA;NA;NA
2020-04-13;123016;NA;NA;NA;2799;NA;NA;NA
2020-04-14;125098;NA;NA;NA;2969;NA;NA;NA
2020-04-15;127584;NA;NA;NA;3254;NA;NA;NA
2020-04-16;130450;NA;NA;NA;3569;NA;NA;NA
2020-04-17;133830;NA;NA;NA;3868;NA;NA;NA
2020-04-18;137439;NA;NA;NA;4110;NA;NA;NA
2020-04-19;139897;NA;NA;NA;4294;NA;NA;NA
2020-04-20;141672;NA;NA;NA;4404;NA;NA;NA
2020-04-21;143457;NA;NA;NA;4598;NA;NA;NA
2020-04-22;145694;NA;NA;NA;4879;NA;NA;NA
2020-04-23;148046;NA;NA;NA;5094;NA;NA;NA
2020-04-24;150383;NA;NA;NA;5321;NA;NA;NA
2020-04-25;152438;NA;NA;NA;5500;NA;NA;NA
2020-04-26;154175;NA;NA;NA;5640;NA;NA;NA
2020-04-27;155193;NA;NA;NA;5750;NA;NA;NA
2020-04-28;156337;NA;NA;NA;5913;NA;NA;NA
2020-04-29;157641;NA;NA;NA;6115;NA;NA;NA
2020-04-30;159119;NA;NA;NA;6288;NA;NA;NA
2020-05-01;160758;NA;NA;NA;6481;NA;NA;NA
2020-05-02;161703;NA;NA;NA;6575;NA;NA;NA
2020-05-03;162496;NA;NA;NA;6649;NA;NA;NA
2020-05-04;163175;NA;NA;NA;6692;NA;NA;NA
2020-05-05;163860;NA;NA;NA;6831;NA;NA;NA
2020-05-06;164807;NA;NA;NA;6996;NA;NA;NA
2020-05-07;166091;NA;NA;NA;7119;NA;NA;NA
2020-05-08;167300;NA;NA;NA;7266;NA;NA;NA
2020-05-09;168551;NA;NA;NA;7369;NA;NA;NA
2020-05-10;169218;NA;NA;NA;7395;NA;NA;NA
2020-05-11;169575;NA;NA;NA;7417;NA;NA;NA
2020-05-12;170508;NA;NA;NA;7533;NA;NA;NA
2020-05-13;171306;NA;NA;NA;7634;NA;NA;NA
2020-05-14;172239;NA;NA;NA;7723;NA;NA;NA
2020-05-15;173152;NA;NA;NA;7824;NA;NA;NA
2020-05-16;173722;NA;NA;NA;7881;NA;NA;NA
2020-05-17;174355;NA;NA;NA;7914;NA;NA;NA
2020-05-18;174697;NA;NA;NA;7935;NA;NA;NA
2020-05-19;175210;NA;NA;NA;8007;NA;NA;NA
2020-05-20;176007;NA;NA;NA;8090;NA;NA;NA
2020-05-21;176752;NA;NA;NA;8147;NA;NA;NA
2020-05-22;177212;NA;NA;NA;8174;NA;NA;NA
2020-05-23;177850;NA;NA;NA;8216;NA;NA;NA
2020-05-24;178281;NA;NA;NA;8247;NA;NA;NA
2020-05-25;178570;NA;NA;NA;8257;NA;NA;NA
2020-05-26;179002;NA;NA;NA;8302;NA;NA;NA
2020-05-27;179634;NA;NA;NA;8349;NA;NA;NA
2020-05-28;179717;NA;NA;NA;8411;NA;NA;NA
2020-05-29;180458;NA;NA;NA;8450;NA;NA;NA
2020-05-30;181196;NA;NA;NA;8489;NA;NA;NA
2020-05-31;181482;NA;NA;NA;8500;NA;NA;NA
2020-06-01;181815;NA;NA;NA;8511;NA;NA;NA
2020-06-02;182028;NA;NA;NA;8522;NA;NA;NA
2020-06-03;182370;NA;NA;NA;8551;NA;NA;NA
2020-06-04;182764;NA;NA;NA;8581;NA;NA;NA
2020-06-05;183271;NA;NA;NA;8613;NA;NA;NA
2020-06-06;183678;NA;NA;NA;8646;NA;NA;NA
2020-06-07;183979;NA;NA;NA;8668;NA;NA;NA
2020-06-08;184193;NA;NA;NA;8674;NA;NA;NA
2020-06-09;184543;NA;NA;NA;8711;NA;NA;NA
2020-06-10;184861;NA;NA;NA;8729;NA;NA;NA
2020-06-11;185416;NA;NA;NA;8755;NA;NA;NA
2020-06-12;185674;NA;NA;NA;8763;NA;NA;NA
2020-06-13;186022;NA;NA;NA;8781;NA;NA;NA
2020-06-14;186269;NA;NA;NA;8787;NA;NA;NA
2020-06-15;186461;NA;NA;NA;8791;NA;NA;NA
2020-06-16;186839;NA;NA;NA;8800;NA;NA;NA
2020-06-17;187184;NA;NA;NA;8830;NA;NA;NA
2020-06-18;187764;NA;NA;NA;8856;NA;NA;NA
2020-06-19;188534;NA;NA;NA;8872;NA;NA;NA
2020-06-20;189135;NA;NA;NA;8881;NA;NA;NA
2020-06-21;189822;NA;NA;NA;8882;NA;NA;NA
2020-06-22;190539;NA;NA;NA;8885;NA;NA;NA
2020-06-23;190862;NA;NA;NA;8895;NA;NA;NA
2020-06-24;191449;NA;NA;NA;8914;NA;NA;NA
2020-06-25;192079;NA;NA;NA;8927;NA;NA;NA
2020-06-26;192556;NA;NA;NA;8948;NA;NA;NA
2020-06-27;193243;NA;NA;NA;8954;NA;NA;NA
2020-06-28;193499;NA;NA;NA;8957;NA;NA;NA
2020-06-29;193761;NA;NA;NA;8961;NA;NA;NA
2020-06-30;194259;NA;NA;NA;8973;NA;NA;NA
2020-07-01;194725;NA;NA;NA;8985;NA;NA;NA
2020-07-02;195228;NA;NA;NA;8994;NA;NA;NA
2020-07-03;195674;NA;NA;NA;9003;NA;NA;NA
2020-07-04;196096;NA;NA;NA;9010;NA;NA;NA
2020-07-05;196335;NA;NA;NA;9012;NA;NA;NA
2020-07-06;196554;NA;NA;NA;9016;NA;NA;NA
2020-07-07;196944;NA;NA;NA;9024;NA;NA;NA
2020-07-08;197341;NA;NA;NA;9036;NA;NA;NA
2020-07-09;197783;NA;NA;NA;9048;NA;NA;NA
2020-07-10;198178;NA;NA;NA;9054;NA;NA;NA
2020-07-11;198556;NA;NA;NA;9060;NA;NA;NA
2020-07-12;198804;NA;NA;NA;9063;NA;NA;NA
2020-07-13;198963;NA;NA;NA;9064;NA;NA;NA
2020-07-14;199375;NA;NA;NA;9068;NA;NA;NA
2020-07-15;199726;NA;NA;NA;9071;NA;NA;NA
2020-07-16;200260;NA;NA;NA;9078;NA;NA;NA
2020-07-17;200843;NA;NA;NA;9082;NA;NA;NA
2020-07-18;201372;NA;NA;NA;9083;NA;NA;NA
2020-07-19;201574;NA;NA;NA;9084;NA;NA;NA
2020-07-20;201823;NA;NA;NA;9086;NA;NA;NA
2020-07-21;202345;NA;NA;NA;9090;NA;NA;NA
2020-07-22;202799;NA;NA;NA;9095;NA;NA;NA
2020-07-23;203368;NA;NA;NA;9101;NA;NA;NA
2020-07-24;204183;NA;NA;NA;9111;NA;NA;NA
2020-07-25;204964;NA;NA;NA;9118;NA;NA;NA
2020-07-26;205269;NA;NA;NA;9118;NA;NA;NA
2020-07-27;205609;NA;NA;NA;9118;NA;NA;NA
2020-07-28;206242;NA;NA;NA;9122;NA;NA;NA
2020-07-29;206926;NA;NA;NA;9128;NA;NA;NA
2020-07-30;207282;NA;NA;NA;9134;NA;NA;NA
2020-07-31;208698;NA;NA;NA;9141;NA;NA;NA
2020-08-01;209653;NA;NA;NA;9141;NA;NA;NA
2020-08-02;209893;NA;NA;NA;9141;NA;NA;NA
2020-08-03;210402;NA;NA;NA;9148;NA;NA;NA
2020-08-04;211281;NA;NA;NA;9156;NA;NA;NA
2020-08-05;212022;NA;NA;NA;9168;NA;NA;NA
2020-08-06;213067;NA;NA;NA;9175;NA;NA;NA
2020-08-07;214214;NA;NA;NA;9183;NA;NA;NA
2020-08-08;215336;NA;NA;NA;9195;NA;NA;NA
2020-08-09;215891;NA;NA;NA;9196;NA;NA;NA
2020-08-10;216327;NA;NA;NA;9197;NA;NA;NA
2020-08-11;217293;NA;NA;NA;9201;NA;NA;NA
2020-08-12;218519;NA;NA;NA;9207;NA;NA;NA
2020-08-13;219964;NA;NA;NA;9211;NA;NA;NA
2020-08-14;221413;NA;NA;NA;9225;NA;NA;NA
2020-08-15;222828;NA;NA;NA;9231;NA;NA;NA
2020-08-16;223453;NA;NA;NA;9231;NA;NA;NA
2020-08-17;224041;NA;NA;NA;9232;NA;NA;NA
2020-08-18;225404;NA;NA;NA;9236;NA;NA;NA
2020-08-19;226914;NA;NA;NA;9243;NA;NA;NA
2020-08-20;228621;NA;NA;NA;9253;NA;NA;NA
2020-08-21;230048;NA;NA;NA;9260;NA;NA;NA
2020-08-22;232082;NA;NA;NA;9267;NA;NA;NA
2020-08-23;232864;NA;NA;NA;9269;NA;NA;NA
2020-08-24;233575;NA;NA;NA;9272;NA;NA;NA
2020-08-25;234853;NA;NA;NA;9277;NA;NA;NA
2020-08-26;236429;NA;NA;NA;9280;NA;NA;NA
2020-08-27;237936;NA;NA;NA;9285;NA;NA;NA
2020-08-28;239507;NA;NA;NA;9288;NA;NA;NA
2020-08-29;240986;NA;NA;NA;9289;NA;NA;NA
2020-08-30;241771;NA;NA;NA;9295;NA;NA;NA
2020-08-31;242381;NA;NA;NA;9298;NA;NA;NA
2020-09-01;243599;NA;NA;NA;9302;NA;NA;NA
2020-09-02;244855;NA;NA;NA;9313;NA;NA;NA
2020-09-03;246166;NA;NA;NA;9321;NA;NA;NA
2020-09-04;247619;NA;NA;NA;9322;NA;NA;NA
2020-09-05;248997;NA;NA;NA;9324;NA;NA;NA
2020-09-06;249985;NA;NA;NA;9325;NA;NA;NA
2020-09-07;250799;NA;NA;NA;9325;NA;NA;NA
2020-09-08;252298;NA;NA;NA;9329;NA;NA;NA
2020-09-09;253474;NA;NA;NA;9338;NA;NA;NA
2020-09-10;255366;NA;NA;NA;9341;NA;NA;NA
2020-09-11;256850;NA;NA;NA;9342;NA;NA;NA
2020-09-12;258480;NA;NA;NA;9347;NA;NA;NA
2020-09-13;259428;NA;NA;NA;9349;NA;NA;NA
2020-09-14;260335;NA;NA;NA;9350;NA;NA;NA
2020-09-15;261762;NA;NA;NA;9362;NA;NA;NA
2020-09-16;263633;NA;NA;NA;9368;NA;NA;NA
2020-09-17;265857;NA;NA;NA;9371;NA;NA;NA
2020-09-18;267773;NA;NA;NA;9378;NA;NA;NA
2020-09-19;270070;NA;NA;NA;9384;NA;NA;NA
2020-09-20;271415;NA;NA;NA;9386;NA;NA;NA
2020-09-21;272337;NA;NA;NA;9386;NA;NA;NA
2020-09-22;274158;NA;NA;NA;9396;NA;NA;NA
2020-09-23;275927;NA;NA;NA;9409;NA;NA;NA
2020-09-24;278070;NA;NA;NA;9428;NA;NA;NA
2020-09-25;280223;NA;NA;NA;9443;NA;NA;NA
2020-09-26;282730;NA;NA;NA;9452;NA;NA;NA
2020-09-27;284140;NA;NA;NA;9457;NA;NA;NA
2020-09-28;285332;NA;NA;NA;9460;NA;NA;NA
2020-09-29;287421;NA;NA;NA;9471;NA;NA;NA
2020-09-30;289218;NA;NA;NA;9488;NA;NA;NA
2020-10-01;291722;NA;NA;NA;9500;NA;NA;NA
2020-10-02;294395;NA;NA;NA;9508;NA;NA;NA
2020-10-03;296958;NA;NA;NA;9527;NA;NA;NA
2020-10-04;299237;NA;NA;NA;9529;NA;NA;NA
2020-10-05;300619;NA;NA;NA;9534;NA;NA;NA
2020-10-06;303258;NA;NA;NA;9546;NA;NA;NA
2020-10-07;306086;NA;NA;NA;9562;NA;NA;NA
2020-10-08;310144;NA;NA;NA;9578;NA;NA;NA
2020-10-09;314660;NA;NA;NA;9589;NA;NA;NA
2020-10-10;319381;NA;NA;NA;9604;NA;NA;NA
2020-10-11;322864;NA;NA;NA;9615;NA;NA;NA
2020-10-12;325331;NA;NA;NA;9621;NA;NA;NA
2020-10-13;329453;NA;NA;NA;9634;NA;NA;NA
2020-10-14;334582;NA;NA;NA;9677;NA;NA;NA
2020-10-15;341223;NA;NA;NA;9710;NA;NA;NA
2020-10-16;348557;NA;NA;NA;9734;NA;NA;NA
2020-10-17;356384;NA;NA;NA;9767;NA;NA;NA
2020-10-18;361974;NA;NA;NA;9777;NA;NA;NA
2020-10-19;366299;NA;NA;NA;9789;NA;NA;NA
2020-10-20;373167;NA;NA;NA;9836;NA;NA;NA
2020-10-21;380762;NA;NA;NA;9875;NA;NA;NA
2020-10-22;392049;NA;NA;NA;9905;NA;NA;NA
2020-10-23;403291;NA;NA;NA;9954;NA;NA;NA
2020-10-24;418005;NA;NA;NA;10003;NA;NA;NA
2020-10-25;429181;NA;NA;NA;10032;NA;NA;NA
2020-10-26;437866;NA;NA;NA;10056;NA;NA;NA
2020-10-27;449275;NA;NA;NA;10098;NA;NA;NA
2020-10-28;464239;NA;NA;NA;10183;NA;NA;NA
2020-10-29;481083;NA;NA;NA;10272;NA;NA;NA
2020-10-30;499694;NA;NA;NA;10349;NA;NA;NA
2020-10-31;518753;NA;NA;NA;10452;NA;NA;NA
2020-11-01;532930;NA;NA;NA;10481;NA;NA;NA
2020-11-02;545027;NA;NA;NA;10530;NA;NA;NA
2020-11-03;560379;NA;NA;NA;10661;NA;NA;NA
2020-11-04;577593;NA;NA;NA;10812;NA;NA;NA
2020-11-05;597583;NA;NA;NA;10930;NA;NA;NA
2020-11-06;619089;NA;NA;NA;11096;NA;NA;NA
2020-11-07;642488;NA;NA;NA;11226;NA;NA;NA
2020-11-08;658505;NA;NA;NA;11289;NA;NA;NA
2020-11-09;671868;NA;NA;NA;11352;NA;NA;NA
2020-11-10;687200;NA;NA;NA;11506;NA;NA;NA
2020-11-11;705687;NA;NA;3127;11767;NA;NA;NA
2020-11-12;727553;NA;NA;3186;11982;NA;NA;NA
2020-11-13;751095;NA;NA;3299;12200;NA;NA;NA
2020-11-14;773556;NA;NA;3325;12378;NA;NA;NA
2020-11-15;790503;NA;NA;3385;12485;NA;NA;NA
2020-11-16;801327;NA;NA;3436;12547;NA;NA;NA
2020-11-17;815746;NA;NA;3517;12814;NA;NA;NA
2020-11-18;833307;NA;NA;3561;13119;NA;NA;NA
2020-11-19;855916;NA;NA;3588;13370;NA;NA;NA
2020-11-20;879564;NA;NA;3615;13360;NA;NA;NA
2020-11-21;902528;NA;NA;3630;13884;NA;NA;NA
2020-11-22;918269;NA;NA;3709;14022;NA;NA;NA
2020-11-23;929133;NA;NA;3742;14112;NA;NA;NA
2020-11-24;942687;NA;NA;3770;14361;NA;NA;NA
2020-11-25;961320;NA;NA;3781;14771;NA;NA;NA
2020-11-26;983588;NA;NA;3826;15160;NA;NA;NA
2020-11-27;1006394;NA;NA;3854;15586;NA;NA;NA
2020-11-28;1028089;NA;NA;3888;15965;NA;NA;NA
2020-11-29;1042700;NA;NA;3901;16123;NA;NA;NA
2020-11-30;1053869;NA;NA;3926;16248;NA;NA;NA
2020-12-01;1067473;NA;NA;3919;16636;NA;NA;NA
2020-12-02;1084743;NA;NA;3957;17123;NA;NA;NA
2020-12-03;1106789;NA;NA;3980;17602;NA;NA;NA
2020-12-04;1130238;NA;NA;4011;18034;NA;NA;NA
2020-12-05;1153556;NA;NA;4051;18517;NA;NA;NA
2020-12-06;1171323;NA;NA;4108;18772;NA;NA;NA
2020-12-07;1183655;NA;NA;4179;18919;NA;NA;NA
2020-12-08;1197709;NA;NA;4257;19342;NA;NA;NA
2020-12-09;1218524;NA;NA;4278;19932;NA;NA;NA
2020-12-10;1242203;NA;NA;4339;20372;NA;NA;NA
2020-12-11;1272078;NA;NA;4432;20970;NA;NA;NA
2020-12-12;1300516;NA;NA;4491;21466;NA;NA;NA
2020-12-13;1320716;NA;NA;4552;21787;NA;NA;NA
2020-12-14;1337078;NA;NA;4670;21975;NA;NA;NA
2020-12-15;1351510;NA;NA;4735;22475;NA;NA;NA
2020-12-16;1379238;NA;NA;4836;23427;NA;NA;NA
2020-12-17;1406161;NA;NA;4856;24125;NA;NA;NA
2020-12-18;1439938;NA;NA;4899;24938;NA;NA;NA
2020-12-19;1471238;NA;NA;4939;25640;NA;NA;NA
2020-12-20;1494009;NA;NA;5022;26049;NA;NA;NA
2020-12-21;1510652;NA;NA;5164;26275;NA;NA;NA
2020-12-22;1530180;NA;NA;5216;27006;NA;NA;NA
2020-12-23;1554920;NA;NA;5243;27968;NA;NA;NA
2020-12-24;1587115;NA;NA;5354;28770;NA;NA;NA
2020-12-26;1627103;NA;NA;5535;29442;NA;NA;NA
2020-12-27;1640858;NA;NA;5562;29778;NA;NA;NA
2020-12-28;1651834;NA;NA;5597;30126;21566;NA;NA
2020-12-29;1664726;NA;NA;5649;30978;41962;NA;NA
2020-12-30;1687185;NA;NA;5648;32107;78109;NA;NA
2020-12-31;1719737;NA;NA;5639;33071;131626;NA;NA
2021-01-02;1755351;NA;NA;5726;33960;188553;NA;NA
2021-01-03;1765666;NA;NA;5762;34272;238809;NA;NA
2021-01-04;1775531;NA;NA;5744;34574;265986;NA;NA
2021-01-05;1787410;NA;NA;5678;35518;316962;NA;NA
2021-01-06;1808647;NA;NA;5659;36537;367331;NA;NA
2021-01-07;1835038;NA;NA;5491;37607;417060;NA;NA
2021-01-08;1866887;NA;NA;5484;38795;476959;NA;NA
2021-01-09;1891581;NA;NA;5414;39878;532878;NA;NA
2021-01-10;1908527;NA;NA;5320;40343;532878;NA;NA
2021-01-11;1921024;NA;NA;5289;40686;613347;NA;NA
2021-01-12;1933826;NA;NA;5230;41577;688782;NA;NA
2021-01-13;1953126;NA;NA;5185;42637;758093;NA;NA
2021-01-14;1978590;NA;NA;5125;43881;842455;NA;NA
2021-01-15;2000958;NA;NA;5074;44994;961682;NA;NA
2021-01-16;2019636;NA;NA;5015;45974;1048160;NA;NA
2021-01-17;2033518;NA;NA;4971;46419;1048160;NA;NA
2021-01-18;2040659;NA;NA;5003;46633;1139207;6581;NA
2021-01-19;2052028;NA;NA;4947;47622;1195429;24741;NA
2021-01-20;2068002;NA;NA;4836;48770;1254720;42670;NA
2021-01-21;2088400;NA;NA;4787;49783;1324901;77602;NA
2021-01-22;2106262;NA;NA;4768;50642;1386464;115175;NA
2021-01-23;2122679;NA;NA;4660;51521;1469353;163424;NA
2021-01-24;2134936;NA;NA;4628;51870;1469353;163424;NA
2021-01-25;2141655;NA;NA;4619;52087;1554355;228763;NA
2021-01-26;2148077;NA;NA;4571;52990;1638425;283264;NA
2021-01-27;2161275;NA;NA;4501;53972;1672215;318674;NA
2021-01-28;2178828;NA;NA;4437;54913;1738236;366081;NA
2021-01-29;2192850;NA;NA;4375;55752;1799481;416646;NA
2021-01-30;2205171;NA;NA;4325;56546;1855457;461701;NA
2021-01-31;2216363;NA;NA;4348;56945;1855457;461701;NA
2021-02-01;2221971;NA;NA;4322;57120;1935356;532562;NA
2021-02-02;2228085;NA;NA;4264;57981;1980211;606786;NA
2021-02-03;2237790;NA;NA;4222;58956;2033561;679649;NA
2021-02-04;2252001;NA;NA;4178;59742;2091689;756333;NA
2021-02-05;2264909;NA;NA;4072;60597;2153000;834398;NA
2021-02-06;2275394;NA;NA;3965;61286;2212851;903271;NA
2021-02-07;2284010;NA;NA;3933;61517;2212851;903271;NA
2021-02-08;2288545;NA;NA;3957;61675;2295221;981914;NA
2021-02-09;2291924;NA;NA;3846;62156;2344802;1024631;NA
2021-02-10;2299996;NA;NA;3736;62969;2405156;1104504;NA
2021-02-11;2310223;NA;NA;3675;63635;2490423;1178725;NA
2021-02-12;2320093;NA;NA;3552;64191;2556697;1253036;NA
2021-02-13;2328447;NA;NA;3488;64742;2635673;1331573;NA
2021-02-14;2334651;NA;NA;3427;64960;2635673;1331573;NA
2021-02-15;2338987;NA;NA;3439;65076;2736109;1410239;NA
2021-02-16;2342842;NA;NA;3352;65604;2813713;1470822;NA
2021-02-17;2350399;NA;NA;3251;66164;2896064;1525943;NA
2021-02-18;2360606;NA;NA;3177;66698;2991792;1580628;NA
2021-02-19;2369719;NA;NA;3121;67206;3085114;1634786;NA
2021-02-20;2378883;NA;NA;3079;67696;3179290;1690351;NA
2021-02-21;2386559;NA;NA;3057;67841;3179290;1690351;NA
2021-02-22;2390928;NA;NA;3060;67903;3312351;1756478;NA
2021-02-23;2394811;NA;NA;3037;68318;3413730;1806606;NA
2021-02-24;2402818;NA;NA;2955;68740;3518294;1854282;NA
2021-02-25;2414687;NA;NA;2898;69125;3633282;1910863;NA
2021-02-26;2424684;NA;NA;2848;69519;3759906;1971043;NA
2021-02-27;2434466;NA;NA;2827;69888;3881490;2029047;NA
2021-02-28;2442336;NA;NA;2840;70045;3881490;2929047;NA
2021-03-01;2447068;NA;NA;2869;70105;4079107;2095255;NA
2021-03-02;2451011;NA;NA;2854;70463;4234952;2159412;NA
2021-03-03;2460030;NA;NA;2823;70881;4389047;2215504;NA
2021-03-04;2471942;NA;NA;2813;71240;4541389;2271784;NA
2021-03-05;2482522;NA;NA;2765;71504;4736174;2346388;NA
2021-03-06;2492079;NA;NA;2751;71804;4915868;2410230;NA
2021-03-07;2500182;NA;NA;2786;71900;4915868;2410230;NA
2021-03-08;2505193;NA;NA;2865;71934;5170215;2484408;NA
2021-03-09;2509445;NA;NA;2785;72189;5350408;2546692;NA
2021-03-10;2518591;NA;NA;2736;72489;5555420;2605818;NA
2021-03-11;2532947;NA;NA;2759;72810;5756572;2674692;NA
2021-03-12;2545781;NA;NA;2754;73062;5978551;2738103;NA
